"","type","numNodes","numEdges","sampnodes","sampedges","Samplingrate","ActualDensity","SampledDensity","ActualCommunitysize","SampledCommunitysize","actualmodularity","sampledmodularity","Lcommsize_act1","Lcommsize_samp1","Lcommsize_act2","Lcommsize_samp2","Lcommsize_act3","Lcommsize_samp3","Clustcoeff_act","Clustcoeff_samp","diameter_act","diameter_samp","ks_deg","pval_deg","ks_cc","pval_cc","ks_pg","pval_pg"
"302","RE","2498","468562","2497","327993","0.699999146324286","592.794050343249","415.023201856148","23","29","0.238835141062737","0.239353954792023","631","628","627","628","626","628","0.395084538651785","0.330260924418467","4","5","0.118780005983161","9.99200722162641e-16","0.176457371335563","0","0.0066372681645517","0.999999998053335"
"303","RE","2498","468562","2498","327993","0.699999146324286","592.794050343249","415.269406392694","23","32","0.238835141062737","0.238186746835709","631","630","627","626","626","623","0.395084538651785","0.331033389684758","4","4","0.120896717373899","3.33066907387547e-16","0.170597011759215","0","0.0056044835868695","0.999999999999721"
"304","RE","2498","468562","2497","327993","0.699999146324286","592.794050343249","415.281285878301","23","29","0.238835141062737","0.239062026143074","631","632","627","624","626","622","0.395084538651785","0.3306333317202","4","4","0.119180486559853","7.7715611723761e-16","0.172070365515356","0","0.00586099636617582","0.999999999996087"
"305","RE","2498","468562","2496","327993","0.699999146324286","592.794050343249","415.352272727273","23","29","0.238835141062737","0.237742215394974","631","632","627","628","626","624","0.395084538651785","0.330308957914013","4","5","0.11866255825173","1.11022302462516e-15","0.17557686338914","0","0.00740752858697213","0.999999855361813"
"306","RE","2498","468562","2497","327993","0.699999146324286","592.794050343249","415.694063926941","23","28","0.238835141062737","0.238665729761124","631","634","627","629","626","628","0.395084538651785","0.331174243908471","4","4","0.119978882585444","4.44089209850063e-16","0.172697248732173","0","0.00693722779585304","0.999999987579293"
"307","RE","2498","468562","2495","327993","0.699999146324286","592.794050343249","415.739819004525","23","30","0.238835141062737","0.238010033965111","631","631","627","630","626","623","0.395084538651785","0.330508021115301","4","4","0.119356888316264","6.66133814775094e-16","0.170436652497053","0","0.00630500392297806","0.999999999820615"
"308","RE","2498","468562","2496","327993","0.699999146324286","592.794050343249","415.997734994337","23","29","0.238835141062737","0.238642081618309","631","629","627","629","626","623","0.395084538651785","0.330942245637086","4","5","0.118326712652173","1.33226762955019e-15","0.1733889579579","0","0.00613279084806305","0.999999999955007"
"309","RE","2498","468562","2497","327993","0.699999146324286","592.794050343249","416.185011709602","23","30","0.238835141062737","0.238307952880859","631","628","627","627","626","626","0.395084538651785","0.331341816932104","4","4","0.119580967136545","6.66133814775094e-16","0.16690988640403","0","0.00586837110858088","0.999999999995799"
"310","RE","2498","468562","2497","327993","0.699999146324286","592.794050343249","415.776754890679","23","27","0.238835141062737","0.238601967692375","631","630","627","629","626","623","0.395084538651785","0.331149747250536","4","4","0.117209987453319","2.55351295663786e-15","0.1683970182123","0","0.00612360132399073","0.999999999958143"
"311","RE","2498","468562","2496","327993","0.699999146324286","592.794050343249","415.428243398393","23","29","0.238835141062737","0.238785266876221","631","632","627","629","626","624","0.395084538651785","0.330878081777882","4","4","0.119454537989366","6.66133814775094e-16","0.174475233734296","0","0.00932957904785366","0.999910743236577"
"312","RE","2498","468562","2498","327993","0.699999146324286","592.794050343249","415.141542002301","23","29","0.238835141062737","0.23919315636158","631","629","627","628","626","623","0.395084538651785","0.33049589319042","4","4","0.117694155324259","1.88737914186277e-15","0.173283902221127","0","0.00680544435548439","0.999999994302869"
"313","RE","2498","468562","2498","327993","0.699999146324286","592.794050343249","415.237986270023","23","34","0.238835141062737","0.238469064235687","631","629","627","628","626","625","0.395084538651785","0.330890687704414","4","4","0.119695756605284","5.55111512312578e-16","0.171938054506161","0","0.00600480384307446","0.999999999985024"
"314","RE","2498","468562","2498","327993","0.699999146324286","592.794050343249","415.157062146893","23","31","0.238835141062737","0.238756090402603","631","631","627","629","626","622","0.395084538651785","0.330491332144986","4","5","0.118094475580464","1.4432899320127e-15","0.180878419565326","0","0.00600480384307446","0.999999999985024"
"315","RE","2498","468562","2498","327993","0.699999146324286","592.794050343249","415.242807825086","23","33","0.238835141062737","0.23846960067749","631","630","627","628","626","628","0.395084538651785","0.330899150803814","4","5","0.119295436349079","7.7715611723761e-16","0.17638683495325","0","0.00600480384307446","0.999999999985024"
"316","RE","2498","468562","2496","327993","0.699999146324286","592.794050343249","415.461104847802","23","28","0.238835141062737","0.238954573869705","631","629","627","629","626","624","0.395084538651785","0.330856070197415","4","5","0.11951933341545","6.66133814775094e-16","0.182172521116066","0","0.00623928630083552","0.999999999892391"
"317","RE","2498","468562","2498","327993","0.699999146324286","592.794050343249","415.380090497738","23","32","0.238835141062737","0.238510057330132","631","629","627","628","626","625","0.395084538651785","0.330878973457155","4","4","0.118494795836669","1.22124532708767e-15","0.173971079477776","0","0.00640512409927942","0.999999999612727"
"318","RE","2498","468562","2496","327993","0.699999146324286","592.794050343249","416.189595375723","23","30","0.238835141062737","0.238769069314003","631","627","627","627","626","625","0.395084538651785","0.331102698739665","4","4","0.117874748516762","1.66533453693773e-15","0.173173967542125","0","0.00572894212806143","0.999999999998959"
"319","RE","2498","468562","2497","327993","0.699999146324286","592.794050343249","414.956422018349","23","29","0.238835141062737","0.239846602082253","631","631","627","631","626","628","0.395084538651785","0.330675336061508","4","4","0.117593313737895","1.99840144432528e-15","0.170777532476497","0","0.00612664741324493","0.999999999957053"
"320","RE","2498","468562","2498","327993","0.699999146324286","592.794050343249","415.333333333333","23","35","0.238835141062737","0.238968893885612","631","633","627","629","626","627","0.395084538651785","0.330195811888011","4","5","0.118094475580464","1.4432899320127e-15","0.18193391555397","0","0.00720576461168935","0.99999994612475"
"321","RE","2498","468562","2498","327993","0.699999146324286","592.794050343249","415.296424452134","23","29","0.238835141062737","0.237707883119583","631","633","627","628","626","627","0.395084538651785","0.330402292308668","4","4","0.118094475580464","1.4432899320127e-15","0.173330115769594","0","0.00640512409927942","0.999999999612727"
"322","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.679545454545","23","27","0.238835141062737","0.238730758428574","631","628","627","627","626","626","0.395084538651785","0.356987927675917","4","4","0.0763609686307316","9.47187691502371e-07","0.105539713788811","1.68565161828838e-12","0.00677738827024775","0.999999995227131"
"323","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.388505747126","23","24","0.238835141062737","0.239144876599312","631","629","627","627","626","625","0.395084538651785","0.357019101502377","4","5","0.0771606472202191","6.9706894911814e-07","0.10731160585643","6.65134614052931e-13","0.0058151447068748","0.999999999997499"
"324","RE","2498","468562","2496","374849","0.799998719486429","592.794050343249","474.310544611819","23","28","0.238835141062737","0.239001154899597","631","630","627","627","626","623","0.395084538651785","0.357008191198385","4","5","0.0766507436718606","8.50394293316903e-07","0.107388947057754","6.49369447103254e-13","0.00614305547001703","0.999999999950964"
"325","RE","2498","468562","2498","374849","0.799998719486429","592.794050343249","474.448275862069","23","31","0.238835141062737","0.238220453262329","631","632","627","628","626","626","0.395084538651785","0.356959946027456","4","5","0.0748598879103283","1.66505590470933e-06","0.103652472855067","4.58921789459055e-12","0.00520416333066453","0.999999999999998"
"326","RE","2498","468562","2498","374849","0.799998719486429","592.794050343249","474.71198156682","23","27","0.238835141062737","0.238311380147934","631","629","627","628","626","626","0.395084538651785","0.356823733025017","4","5","0.0752602081665332","1.4329547958214e-06","0.100843484091022","1.92326155001865e-11","0.00600480384307446","0.999999999985024"
"327","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.766743648961","23","26","0.238835141062737","0.238767981529236","631","628","627","627","626","626","0.395084538651785","0.357154023065962","4","4","0.0767604872845012","8.12985291642754e-07","0.110658532018695","1.07136521876328e-13","0.00586837110858088","0.999999999995799"
"328","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.608294930876","23","28","0.238835141062737","0.238044083118439","631","628","627","628","626","623","0.395084538651785","0.356929503541469","4","4","0.0759604880540396","1.1030664044398e-06","0.112985803582028","2.94209101525666e-14","0.0058151447068748","0.999999999997499"
"329","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","473.898500576701","23","29","0.238835141062737","0.238631278276443","631","632","627","629","626","624","0.395084538651785","0.356722300650141","4","4","0.0771617694636286","6.96767507357698e-07","0.112661416635006","3.50830475781549e-14","0.00617265939303301","0.999999999936983"
"330","RE","2498","468562","2498","374849","0.799998719486429","592.794050343249","474.504524886878","23","28","0.238835141062737","0.238761901855469","631","628","627","628","626","627","0.395084538651785","0.357087660343076","4","4","0.0764611689351481","9.08986053094196e-07","0.104208450300746","3.40261152587118e-12","0.00600480384307446","0.999999999985024"
"331","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.910125142207","23","26","0.238835141062737","0.238540843129158","631","630","627","624","626","624","0.395084538651785","0.357238360185999","4","4","0.0775617690788594","5.96979714106993e-07","0.107622897476972","5.53224133170716e-13","0.00568384222796741","0.999999999999347"
"332","RE","2498","468562","2498","374849","0.799998719486429","592.794050343249","474.407789232532","23","27","0.238835141062737","0.238686725497246","631","628","627","628","626","628","0.395084538651785","0.356961346657887","4","4","0.0760608486789432","1.05875796452271e-06","0.10936284391651","2.19491091968393e-13","0.0056044835868695","0.999999999999721"
"333","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.428078250863","23","29","0.238835141062737","0.238929718732834","631","627","627","627","626","626","0.395084538651785","0.357252001280988","4","5","0.0759592054901431","1.10360331984083e-06","0.10059978951486","2.15187867524946e-11","0.00686812966592739","0.999999991716788"
"334","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.263888888889","23","28","0.238835141062737","0.238959580659866","631","626","627","626","626","624","0.395084538651785","0.35641139783021","4","5","0.0767640143352167","8.1188657952147e-07","0.113002430225508","2.97539770599542e-14","0.00596568564423024","0.999999999989545"
"335","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.559456398641","23","25","0.238835141062737","0.239230200648308","631","634","627","629","626","625","0.395084538651785","0.356850853242321","4","4","0.0743566419014267","2.0141657308681e-06","0.103758686115276","4.3204329003288e-12","0.00566572601292889","0.999999999999461"
"336","RE","2498","468562","2496","374849","0.799998719486429","592.794050343249","474.742528735632","23","25","0.238835141062737","0.238387018442154","631","632","627","632","626","627","0.395084538651785","0.356604794821897","4","4","0.0754552359836587","1.33911493993555e-06","0.105258412824121","1.98729921407903e-12","0.00594802765289154","0.999999999991158"
"337","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.626285714286","23","29","0.238835141062737","0.238907039165497","631","627","627","624","626","624","0.395084538651785","0.357127557817543","4","4","0.0783633715141918","4.36907144907295e-07","0.10580616418417","1.50623957750895e-12","0.00550444360294001","0.999999999999911"
"338","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.435779816514","23","23","0.238835141062737","0.239137470722198","631","629","627","629","626","624","0.395084538651785","0.356691520522358","4","4","0.0775624103608077","5.96831414623189e-07","0.108210365670561","4.07895939247283e-13","0.00627157713355304","0.999999999860371"
"339","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.27868852459","23","24","0.238835141062737","0.238193348050117","631","630","627","629","626","629","0.395084538651785","0.35694178639473","4","4","0.0759585642081948","1.10387187224337e-06","0.105445540261786","1.7812418207086e-12","0.00583774989555118","0.999999999996877"
"340","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.405498281787","23","28","0.238835141062737","0.238745778799057","631","628","627","627","626","626","0.395084538651785","0.356436810224127","4","4","0.0763556780546584","9.49100930069946e-07","0.106862745728261","8.50319814560407e-13","0.00517706916835029","0.999999999999999"
"341","RE","2498","468562","2497","374849","0.799998719486429","592.794050343249","474.529344073648","23","26","0.238835141062737","0.238217189908028","631","628","627","627","626","625","0.395084538651785","0.356810700043265","4","4","0.0759604880540396","1.1030664044398e-06","0.103695071872047","4.46509496043745e-12","0.00511759026764863","0.999999999999999"
"342","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.708045977011","23","26","0.238835141062737","0.238706901669502","631","630","627","628","626","626","0.395084538651785","0.378472870729177","4","4","0.0380304243394716","0.0539464841769839","0.0510843071806408","0.00296633097519883","0.00600480384307446","0.999999999985024"
"343","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.62100456621","23","27","0.238835141062737","0.2388616502285","631","631","627","628","626","625","0.395084538651785","0.3781876471849","4","4","0.0404323458767014","0.0336910002114682","0.0443368580758448","0.0147817001894537","0.00520416333066453","0.999999999999998"
"344","RE","2498","468562","2497","421705","0.899998292648572","592.794050343249","533.189003436426","23","25","0.238835141062737","0.238867402076721","631","628","627","628","626","625","0.395084538651785","0.378086726484669","4","5","0.0395157936521424","0.0404899256185536","0.0456012704812388","0.0111747295491512","0.00498067657169384","1"
"345","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.621559633028","23","24","0.238835141062737","0.238544434309006","631","631","627","626","626","625","0.395084538651785","0.378368323060233","4","4","0.0400320256204964","0.0365139292841075","0.0501883736024528","0.00372496531287503","0.00480384307445957","1"
"346","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.61268403171","23","24","0.238835141062737","0.239012628793716","631","631","627","627","626","626","0.395084538651785","0.378389020425378","4","4","0.0404323458767014","0.0336910002114682","0.0455617253524742","0.0112289020608052","0.0056044835868695","0.999999999999721"
"347","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.418390804598","23","26","0.238835141062737","0.23880535364151","631","629","627","628","626","626","0.395084538651785","0.378161229740652","4","4","0.0396317053642914","0.0395417035134117","0.0531687704732859","0.00172202611505423","0.0056044835868695","0.999999999999721"
"348","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.842592592593","23","24","0.238835141062737","0.238870292901993","631","628","627","628","626","626","0.395084538651785","0.378232185877665","4","4","0.0412329863891113","0.0286141666580041","0.0420512631189492","0.0242205828358777","0.0044035228182546","1"
"349","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.88141391106","23","26","0.238835141062737","0.238699644804001","631","629","627","628","626","625","0.395084538651785","0.378004904085912","4","4","0.0396317053642914","0.0395417035134117","0.0508742006044784","0.00313331296700137","0.00520416333066453","0.999999999999998"
"350","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.876288659794","23","23","0.238835141062737","0.238536238670349","631","630","627","628","626","626","0.395084538651785","0.378418965394286","4","4","0.0428342674139311","0.0204428825089025","0.0479668550979123","0.00640390239854383","0.00720576461168935","0.99999994612475"
"351","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.425629290618","23","24","0.238835141062737","0.23912487924099","631","632","627","629","626","625","0.395084538651785","0.377937560011897","4","4","0.0408326661329063","0.031061427244768","0.0484581497797357","0.00568292641095347","0.0044035228182546","1"
"352","RE","2498","468562","2497","421705","0.899998292648572","592.794050343249","533.742953776776","23","24","0.238835141062737","0.238563239574432","631","632","627","629","626","626","0.395084538651785","0.378409717827647","4","4","0.0395161142931165","0.0404873632040048","0.0481406878310107","0.00615656396489705","0.00507815142783027","1"
"353","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.216494845361","23","26","0.238835141062737","0.238957226276398","631","629","627","627","626","627","0.395084538651785","0.377938721861044","4","4","0.0404323458767014","0.0336910002114682","0.0482796590377391","0.00594715751608499","0.0056044835868695","0.999999999999721"
"354","RE","2498","468562","2497","421705","0.899998292648572","592.794050343249","533.416191562144","23","23","0.238835141062737","0.238673210144043","631","630","627","630","626","625","0.395084538651785","0.378178841965729","4","4","0.0403167548055265","0.0345138015757176","0.0510303747262246","0.00300738831981184","0.0054786320045223","0.999999999999934"
"355","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.489655172414","23","23","0.238835141062737","0.23907271027565","631","629","627","626","626","626","0.395084538651785","0.378040893645804","4","4","0.0408326661329063","0.031061427244768","0.0482019706212585","0.00605946888225473","0.0056044835868695","0.999999999999721"
"356","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.784156142365","23","25","0.238835141062737","0.2388746291399","631","630","627","626","626","624","0.395084538651785","0.3784016405677","4","4","0.0396317053642914","0.0395417035134117","0.0475402213425341","0.00708961673768582","0.00600480384307446","0.999999999985024"
"357","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.644495412844","23","27","0.238835141062737","0.238737791776657","631","628","627","628","626","622","0.395084538651785","0.377981079288551","4","4","0.0396317053642914","0.0395417035134117","0.0498051770340842","0.00409364806085311","0.00480384307445957","1"
"358","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.770114942529","23","26","0.238835141062737","0.238452926278114","631","630","627","626","626","626","0.395084538651785","0.378136242199683","4","4","0.0392313851080865","0.0427862559224081","0.046738939291252","0.00856108842266845","0.00520416333066453","0.999999999999998"
"359","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.660939289805","23","26","0.238835141062737","0.238421201705933","631","629","627","628","626","624","0.395084538651785","0.378507559101572","4","4","0.0384307445956765","0.049975624439505","0.0497997195833397","0.0040992060817433","0.00480384307445957","1"
"360","RE","2498","468562","2497","421705","0.899998292648572","592.794050343249","533.588168373151","23","23","0.238835141062737","0.238964691758156","631","629","627","628","626","627","0.395084538651785","0.3780201515326","4","4","0.0383146725630405","0.0511376282316178","0.0535493553803025","0.00155597982421207","0.0058165875912584","0.999999999997463"
"361","RE","2498","468562","2498","421705","0.899998292648572","592.794050343249","533.354913294798","23","25","0.238835141062737","0.23869264125824","631","631","627","628","626","626","0.395084538651785","0.378011653547136","4","4","0.0416333066453163","0.026338619507599","0.049298468230067","0.00465159705614826","0.00520416333066453","0.999999999999998"
"362","RE","3000","674775","2958","67477","0.0999992590122634","697.605853658537","70.6185770750988","11","225","0.239306300878525","0.226783409714699","752","756","750","712","750","677","0.385305430276906","0.0627734888506108","4","6","0.665617985125085","0","0.955916935479414","0","0.0186551724137931","0.677801270136033"
"363","RE","3000","674775","2967","67477","0.0999992590122634","697.605853658537","70.5591397849462","11","234","0.239306300878525","0.225126251578331","752","757","750","706","750","669","0.385305430276906","0.0627185123167077","4","6","0.668872935625211","0","0.949815458889781","0","0.0174920795416245","0.75139242248877"
"364","RE","3000","674775","2956","67477","0.0999992590122634","697.605853658537","70.8603238866397","11","232","0.239306300878525","0.227625101804733","752","757","750","704","750","636","0.385305430276906","0.0628172345358588","4","7","0.663575101488498","0","0.953466854096594","0","0.0172255299954894","0.768946048726745"
"365","RE","3000","674775","2952","67477","0.0999992590122634","697.605853658537","70.3197616683217","11","209","0.239306300878525","0.225805222988129","752","759","750","709","750","659","0.385305430276906","0.0626878788925348","4","7","0.669482384823848","0","0.951746791504531","0","0.0187208672086721","0.674155323410936"
"366","RE","3000","674775","2959","67477","0.0999992590122634","697.605853658537","70.9284994964753","11","217","0.239306300878525","0.22718970477581","752","756","750","717","750","702","0.385305430276906","0.0633824111701932","4","6","0.667679058240396","0","0.946248427192121","0","0.0162042356652022","0.828937010675801"
"367","RE","3000","674775","2952","67477","0.0999992590122634","697.605853658537","70.9474708171206","11","200","0.239306300878525","0.226906925439835","752","760","750","716","750","667","0.385305430276906","0.0625574410274986","4","6","0.668013550135501","0","0.947852821028184","0","0.0194444444444444","0.627104199387107"
"368","RE","3000","674775","2961","67477","0.0999992590122634","697.605853658537","70.232602478551","11","201","0.239306300878525","0.229633346199989","752","764","750","737","750","687","0.385305430276906","0.061865141122114","4","6","0.667406619385343","0","0.948428059785041","0","0.0199942586963863","0.590564967546021"
"369","RE","3000","674775","2961","67477","0.0999992590122634","697.605853658537","70.5064292779426","11","221","0.239306300878525","0.230637669563293","752","759","750","702","750","670","0.385305430276906","0.062325049145079","4","6","0.670016210739615","0","0.954198402113787","0","0.0168767308341776","0.789699755528355"
"370","RE","3000","674775","2953","67477","0.0999992590122634","697.605853658537","70.6986986986987","11","200","0.239306300878525","0.228369131684303","752","753","750","720","750","706","0.385305430276906","0.063228659613241","4","7","0.666693983519585","0","0.950046769733558","0","0.019200361214584","0.642863498464474"
"371","RE","3000","674775","2961","67477","0.0999992590122634","697.605853658537","70.1809145129225","11","209","0.239306300878525","0.22938284277916","752","743","750","723","750","695","0.385305430276906","0.0618456854641102","4","7","0.666638973319824","0","0.951419039507124","0","0.0175602836879432","0.747675268521018"
"372","RE","3000","674775","2959","67477","0.0999992590122634","697.605853658537","70.3162055335968","11","222","0.239306300878525","0.230435207486153","752","760","750","680","750","679","0.385305430276906","0.0621373292085277","4","7","0.667030077728962","0","0.951213242174205","0","0.0217030528331644","0.484256413366605"
"373","RE","3000","674775","2964","67477","0.0999992590122634","697.605853658537","70.5862745098039","11","216","0.239306300878525","0.229688569903374","752","765","750","724","750","698","0.385305430276906","0.0620438303188371","4","6","0.670118758434548","0","0.950178008935396","0","0.0151336032388664","0.884301498332437"
"374","RE","3000","674775","2958","67477","0.0999992590122634","697.605853658537","70.8729064039409","11","230","0.239306300878525","0.22442215681076","752","741","750","711","750","680","0.385305430276906","0.0627045628886986","4","7","0.669795131845842","0","0.954849979961047","0","0.0171176470588235","0.775378545045093"
"375","RE","3000","674775","2947","67477","0.0999992590122634","697.605853658537","70.4093567251462","11","223","0.239306300878525","0.228685617446899","752","757","750","688","750","676","0.385305430276906","0.0625059398653237","4","6","0.666820269200317","0","0.951980283282833","0","0.0267930098405157","0.236238463462374"
"376","RE","3000","674775","2957","67477","0.0999992590122634","697.605853658537","70.479125248509","11","201","0.239306300878525","0.22570313513279","752","749","750","712","750","682","0.385305430276906","0.0621548687589961","4","6","0.667658437605681","0","0.951720238926239","0","0.0166609175966633","0.802857397507429"
"377","RE","3000","674775","2954","67477","0.0999992590122634","697.605853658537","70.6502946954813","11","212","0.239306300878525","0.228861883282661","752","757","750","721","750","678","0.385305430276906","0.0622698394429118","4","7","0.668083502595351","0","0.959129628182355","0","0.0208104265402844","0.53948848182185"
"378","RE","3000","674775","2968","67477","0.0999992590122634","697.605853658537","70.4368266405485","11","226","0.239306300878525","0.226880788803101","752","760","750","716","750","683","0.385305430276906","0.0619218527868843","4","7","0.667896675651393","0","0.954277959640944","0","0.0162955974842767","0.823084286002911"
"379","RE","3000","674775","2957","67477","0.0999992590122634","697.605853658537","70.8467583497053","11","214","0.239306300878525","0.228494167327881","752","778","750","689","750","682","0.385305430276906","0.0626317402438201","4","6","0.667173712095592","0","0.951436924723383","0","0.0166370195017473","0.80426091655547"
"380","RE","3000","674775","2955","67477","0.0999992590122634","697.605853658537","70.7778874629812","11","227","0.239306300878525","0.223394155502319","752","781","750","690","750","672","0.385305430276906","0.0623762443043185","4","6","0.666087986463621","0","0.95386941099488","0","0.0242098138747885","0.34741782238919"
"381","RE","3000","674775","2965","67477","0.0999992590122634","697.605853658537","70.6280193236715","11","221","0.239306300878525","0.23039947450161","752","789","750","707","750","696","0.385305430276906","0.0621644954498014","4","6","0.668211916807195","0","0.948280132104893","0","0.013521641371557","0.947985489178288"
"382","RE","3000","674775","2984","134955","0.2","697.605853658537","140.488549618321","11","106","0.239306300878525","0.236403524875641","752","765","750","738","750","735","0.385305430276906","0.119588601314429","4","5","0.501138516532618","0","0.866856260862441","0","0.00957015192135832","0.999167764502978"
"383","RE","3000","674775","2988","134955","0.2","697.605853658537","140.673114119923","11","105","0.239306300878525","0.23705081641674","752","759","750","736","750","735","0.385305430276906","0.120258478634352","4","5","0.50035609103079","0","0.859508274682127","0","0.00775635876840696","0.99999061084323"
"384","RE","3000","674775","2988","134955","0.2","697.605853658537","140.155321188878","11","108","0.239306300878525","0.239435598254204","752","753","750","739","750","726","0.385305430276906","0.118847656036082","4","6","0.502364123159304","0","0.869618252802719","0","0.00942971887550201","0.999351540930325"
"385","RE","3000","674775","2985","134955","0.2","697.605853658537","140.464143426295","11","111","0.239306300878525","0.236997276544571","752","761","750","736","750","734","0.385305430276906","0.11981158136598","4","6","0.503209380234506","0","0.86719820821798","0","0.00985594639865994","0.998646226640746"
"386","RE","3000","674775","2986","134955","0.2","697.605853658537","140.556621880998","11","97","0.239306300878525","0.238223716616631","752","758","750","743","750","728","0.385305430276906","0.119783626015593","4","5","0.503665996874302","0","0.864690933013707","0","0.0106706854208529","0.995645082097998"
"387","RE","3000","674775","2988","134955","0.2","697.605853658537","140.049067713445","11","126","0.239306300878525","0.235805869102478","752","757","750","728","750","717","0.385305430276906","0.118593737462633","4","5","0.502825970548862","0","0.867799222533059","0","0.0108232931726908","0.99472999196223"
"388","RE","3000","674775","2985","134955","0.2","697.605853658537","140.609284332689","11","106","0.239306300878525","0.23655691742897","752","757","750","753","750","735","0.385305430276906","0.119449173544224","4","6","0.504549413735343","0","0.866369454912114","0","0.0103316582914573","0.997228417238929"
"389","RE","3000","674775","2987","134955","0.2","697.605853658537","140.479271991911","11","113","0.239306300878525","0.23566047847271","752","759","750","743","750","720","0.385305430276906","0.119293371400904","4","6","0.500774801919429","0","0.863684998401286","0","0.00938422051110364","0.999405416667964"
"390","RE","3000","674775","2987","134955","0.2","697.605853658537","140.437137330754","11","113","0.239306300878525","0.23712882399559","752","762","750","745","750","724","0.385305430276906","0.118902920303981","4","5","0.500583640218726","0","0.866366031295264","0","0.00972045530632739","0.998915388060846"
"391","RE","3000","674775","2986","134955","0.2","697.605853658537","139.941291585127","11","111","0.239306300878525","0.237729132175446","752","759","750","738","750","735","0.385305430276906","0.118872442292219","4","5","0.502251395400759","0","0.861162984010221","0","0.010906898861353","0.99418976839055"
"392","RE","3000","674775","2988","134955","0.2","697.605853658537","140.376119402985","11","106","0.239306300878525","0.238100737333298","752","756","750","747","750","730","0.385305430276906","0.119336879889412","4","6","0.501025435073628","0","0.867988947282922","0","0.00990093708165997","0.998538754877294"
"393","RE","3000","674775","2984","134955","0.2","697.605853658537","140.477582846004","11","114","0.239306300878525","0.239173263311386","752","768","750","731","750","724","0.385305430276906","0.11991002095809","4","5","0.503996425379803","0","0.869819212157013","0","0.0119159964253798","0.983663906570381"
"394","RE","3000","674775","2987","134955","0.2","697.605853658537","139.785375118708","11","103","0.239306300878525","0.237489432096481","752","756","750","742","750","730","0.385305430276906","0.118715327121582","4","5","0.501970315812967","0","0.873294589187387","0","0.00921169512331207","0.999574810345819"
"395","RE","3000","674775","2985","134955","0.2","697.605853658537","140.07532210109","11","107","0.239306300878525","0.239515751600266","752","759","750","734","750","721","0.385305430276906","0.118759487607991","4","6","0.501155778894472","0","0.868622198618722","0","0.00993132328308207","0.998472496690427"
"396","RE","3000","674775","2990","134955","0.2","697.605853658537","140.481409001957","11","113","0.239306300878525","0.235682025551796","752","758","750","742","750","739","0.385305430276906","0.119343407808417","4","5","0.500569676700111","0","0.86635093244163","0","0.0117547380156076","0.985816810163526"
"397","RE","3000","674775","2986","134955","0.2","697.605853658537","140.23828125","11","118","0.239306300878525","0.237765714526176","752","755","750","748","750","723","0.385305430276906","0.119200147105684","4","6","0.501401428890377","0","0.864454310489283","0","0.00958204956463496","0.999147590149102"
"398","RE","3000","674775","2981","134955","0.2","697.605853658537","140.656804733728","11","110","0.239306300878525","0.236573979258537","752","748","750","737","750","734","0.385305430276906","0.119502218186631","4","6","0.505345409817735","0","0.86418499445688","0","0.0158089008162809","0.848971957535477"
"399","RE","3000","674775","2986","134955","0.2","697.605853658537","140.303326810176","11","123","0.239306300878525","0.23771396279335","752","756","750","736","750","716","0.385305430276906","0.119515377385244","4","5","0.501066532708194","0","0.862379437213534","0","0.00863630274614869","0.999881157103343"
"400","RE","3000","674775","2985","134955","0.2","697.605853658537","140.508276533593","11","103","0.239306300878525","0.236069366335869","752","757","750","739","750","728","0.385305430276906","0.119527486338865","4","5","0.500938023450586","0","0.865828730952574","0","0.00918760469011724","0.999596152625106"
